H          H          N2          H2         N2                                                       9.140e-33 -6.000e-01  0.000e+00 3.16e+00 1.00e+02      3   1.000e-10  0.000e+00  0.000e+00 2.00e+00 1.00e+02      3   1.000e+00     50    200  6     1 1  2
H          N2         CH2         N2         CH3                                                      3.100e-30  0.000e+00 -4.570e+02 2.00e+00 1.00e+02      3   1.500e-10  0.000e+00  0.000e+00 2.00e+00 1.00e+02      3   1.000e+00     50    200  6     2 1  2
H          N2         CCH         N2         C2H2                                                     2.640e-26 -3.100e+00  7.210e+02 2.00e+00 1.00e+02      3   3.000e-10  0.000e+00  0.000e+00 1.50e+00 1.00e+02      3   1.000e+00     50    200  6     3 1  2
H          N2         C2H2        N2         C2H3                                                     3.300e-30  0.000e+00  7.400e+02 3.16e+00 1.00e+02      3   1.400e-11  0.000e+00  1.300e+03 8.00e+00 1.00e+02      3   1.000e+00     50    200  6     4 1  2
H          N2         C2H3        N2         C2H4                                                     3.470e-27 -1.300e+00  0.000e+00 2.00e+00 1.00e+02      3   8.000e-11  0.000e+00  0.000e+00 2.00e+00 1.00e+02      3   1.000e+00     50    200  6     5 1  2
H          C2H3       He          He         C2H4                                                     3.500e-27  0.000e+00  0.000e+00 1.26e+00 0.00e+00      3   1.600e-10  0.000e+00  0.000e+00 1.26e+00 0.00e+00      3   5.000e-01    300    300  6     6 1  2
H          N2         C2H4        N2         C2H5                                                     1.390e-29  0.000e+00  5.620e+02 2.40e+00 1.50e+02      3   9.780e-12  1.280e+00  6.500e+02 2.00e+00 1.00e+02      3   1.000e+00     50    200  6     7 1  2
H          N2         C2H4        N2         C2H5                                                     1.300e-29  0.000e+00  3.800e+02 1.26e+00 0.00e+00      3   9.780e-12  1.280e+00  6.500e+02 1.26e+00 0.00e+00      3   4.510e-01    300    800  6     7 2  2
H          C2H4       He          He         C2H5                                                     1.300e-29  0.000e+00  3.800e+02 1.26e+00 0.00e+00      3   9.780e-12  1.280e+00  6.500e+02 1.26e+00 0.00e+00      3   4.510e-01    300    800  6     8 1  2
H          N2         C2H5        N2         C2H6                                                     6.110e-28 -2.000e+00  1.040e+03 2.00e+00 1.00e+02      3   1.660e-10  0.000e+00  0.000e+00 1.20e+00 1.00e+02      3   1.000e+00     50    200  6     9 1  2
H          N2         CH2CCH      N2         CH3CCH                                                   1.700e-26  0.000e+00  0.000e+00 2.00e+00 1.00e+02      3   2.500e-10  0.000e+00  0.000e+00 1.90e+00 1.00e+02      3   1.000e+00     50    200  6    10 1  2
H          N2         CH2CCH      N2         CH2CCH2                                                  1.700e-26  0.000e+00  0.000e+00 2.00e+00 1.00e+02      3   2.500e-10  0.000e+00  0.000e+00 1.90e+00 1.00e+02      3   1.000e+00     50    200  6    11 1  2
H          N2         CH3CCH      N2         C3H5                                                     8.890e-29 -2.000e+00  1.220e+03 2.00e+00 1.00e+02      3   6.000e-11  0.000e+00  1.230e+03 2.00e+00 1.00e+02      3   1.000e+00     50    200  6    12 1  2
H          N2         CH3CCH      N2         C2H2       CH3                                           8.890e-29 -2.000e+00  1.220e+03 2.00e+00 1.00e+02      3   9.700e-13  0.000e+00  1.550e+03 2.00e+00 1.00e+02      3   1.000e+00     50    200  6    13 1  2
H          N2         CH2CCH2     N2         C3H5                                                     8.890e-29 -2.000e+00  1.220e+03 2.00e+00 1.00e+02      3   6.600e-12  0.000e+00  1.360e+03 2.00e+00 1.00e+02      3   1.000e+00     50    200  6    14 1  2
H          N2         CH2CCH2     N2         C2H2       CH3                                           8.890e-29 -2.000e+00  1.220e+03 2.00e+00 1.00e+02      3   9.700e-13  0.000e+00  1.550e+03 2.00e+00 1.00e+02      3   1.000e+00     50    200  6    15 1  2
H          N2         C3H5        N2         CH3CHCH2                                                 1.000e-24  0.000e+00  0.000e+00 2.00e+00 1.00e+02      3   2.840e-10  0.000e+00  0.000e+00 1.60e+00 1.00e+02      3   1.000e+00     50    200  6    16 1  2
H          N2         CH3CHCH2    N2         C3H7                                                     1.500e-29  0.000e+00  0.000e+00 2.00e+00 1.00e+02      3   3.700e-11  0.000e+00  1.040e+03 2.00e+00 1.00e+02      3   1.000e+00     50    200  6    17 1  2
H          N2         C3H7        N2         C3H8                                                     6.110e-28 -2.000e+00  1.040e+03 1.00e+01 1.00e+02      3   2.490e-10  0.000e+00  0.000e+00 2.00e+00 1.00e+02      3   1.000e+00     50    200  6    18 1  2
H          N2         C4H         N2         C4H2                                                     2.640e-26 -3.100e+00  7.210e+02 1.00e+01 1.00e+02      3   3.000e-10  0.000e+00  0.000e+00 1.00e+01 1.00e+02      3   1.000e+00     50    200  6    19 1  2
H          N2         C4H2        N2         C4H3                                                     3.300e-30  0.000e+00  7.400e+02 1.00e+01 1.00e+02      3   1.390e-10  0.000e+00  1.180e+03 2.00e+00 1.00e+02      3   1.000e+00     50    200  6    20 1  2
